"","Lake_name","Invasion_category","Sample_type","Sample_origin","Collected_year","Collected_month_number","Littoral_zoobenthic_macroinvert_community_sample","Transect","Lat","Long","Sample_depth","Total_count","Vial_count","Functional_feeding_group","Method_of_take","real.name","Functional_group","Common_name","Scientific_name","Total_length_mm","Weight_g","Tube_box","Tube_ID","Tube_size_ml","Preservative","Isotope.sample.weight..mg.","Davis_ID_long","d13C","Total.C..µg.","d15N","Total.N..µg.","Type.of.Material","Sample.Weight..mg..from.Sample.List","Internal.ID","Lake_max_depth_m","Lake_surface_elev_m","Current_conversion","Secchi_m","Surface_area_ha","n","d13C_baseline","d13C_base_se","d15N_baseline","d15N_base_se","d13C_corr","d15N_corr"
"1270","Swan","Mid","Periphyton","Autochthonous",2019,5,"NO",NA,"47.951331","-113.879138",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-3","19-057","15","Water",9.952,"INDIA-E-11",-24.38,852.25,2.64,46.4,"Plant",9.952,1668633,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.1,0.588421053
"1271","Swan","Mid","Periphyton","Autochthonous",2019,5,"NO",NA,"47.951331","-113.879138",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-3","19-057","15","Water",10.1,"INDIA-E-12",-24.31,872.87,1.8,47.09,"Plant",10.1,1668634,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.17,-0.251578947
"1272","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.935824","-113.884582",NA,1,1,NA,"Hook and line","Northern pike","Littoral forage fish","Northern pike","Esox lucius",556,1326.2,"2019-OA","OAAS","1.5","Ethanol",0.971,"ROMEO-D-04",-29.08,458.8,9.64,144.91,"Fish",0.971,1669478,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.4,7.588421053
"1273","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",0.5,2,2,"Piercer-predator","D-net","Dytiscidae","Littoral forage Invertebrate","Predaceous diving beetle adult","Dytiscidae",NA,NA,"2019-CA","CABT","1.5","Ethanol",0.972,"KILO-B-04",-29.46,468.42,3.32,111.6,"Invertebrate",0.972,1668782,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.02,1.268421053
"1274","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",0.5,2,2,"Engulfer-predator","D-net","Coenagrionidae","Littoral forage Invertebrate","Narrow-winged damselfly","Coenagrionidae",NA,NA,"2019-CA","CABU","1.5","Ethanol",1.025,"KILO-B-05",-29.31,489.61,5.12,137,"Invertebrate",1.025,1668783,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.17,3.068421053
"1275","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,"",NA,1,1,NA,"Mono gill net USFWS","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",642,2800,"2019-OA","OACK","1.5","Ethanol",0.962,"UNIFORM-B-02",-29.67,503.86,11.12,132.85,"Fish",0.962,1669740,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.81,9.068421053
"1276","Swan","Mid","Invertebrate","Autochthonous",2019,5,"NO",NA,"47.939577","-113.880784",24,4,4,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-CA","CABL","1.5","Ethanol",1.032,"KILO-A-06",-36.9,310.77,7.68,57.27,"Invertebrate",1.032,1668772,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-6.42,5.628421053
"1277","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",7,"47.937094","-113.868179",1.5,1,1,"","D-net","Ephemeridae","Littoral forage Invertebrate","Common burrower mayfly","Ephemeridae",NA,NA,"2019-DA","DADN","1.5","Ethanol",0.977,"KILO-F-08",-29.28,463.14,1.8,119.5,"Invertebrate",0.977,1668834,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.2,-0.251578947
"1278","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",4,"47.947491","-113.886581",1.5,3,3,"Piercer-predator","D-net","Hydrachnidia","Littoral forage Invertebrate","Water mite","Hydrachnidia",NA,NA,"2019-DA","DAAQ","1.5","Ethanol",0.963,"KILO-E-04",-33.2,464.27,7.96,112.59,"Invertebrate",0.963,1668818,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-2.72,5.908421053
"1279","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",5,"47.958054","-113.900489",0.5,1,1,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-DA","DAAU","1.5","Ethanol",1.008,"KILO-E-05",-30.33,501.75,2.75,127.34,"Invertebrate",1.008,1668819,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.15,0.698421053
"1280","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",0.5,5,5,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-CA","CABN","1.5","Ethanol",0.906,"KILO-A-09",-30.76,429.33,1.93,109.41,"Invertebrate",0.906,1668775,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.28,-0.121578947
"1281","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Mono gill net USFWS","Kokanee","Pelagic forage fish","Kokanee","Oncorhynchus nerka",160,26.1,"2019-OA","OABN","1.5","Ethanol",0.966,"ROMEO-C-09",-32.2,406.1,10.06,128.66,"Fish",0.966,1669471,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-1.72,8.008421053
"1282","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Fyke","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",71,4.1,"2019-PA","PAAC","1.5","Ethanol",0.909,"PAPA-A-03",-30.43,319.54,8.46,86.1,"Fish",0.909,1669249,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.05,6.408421053
"1283","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",1,2,2,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-CA","CACB","1.5","Ethanol",0.937,"KILO-B-11",-27.96,351.33,1.55,88.22,"Invertebrate",0.937,1668789,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.52,-0.501578947
"1284","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",1,1,1,"Piercer-predator","D-net","Hirudinea","Littoral forage Invertebrate","Leech","Hirudinea",NA,NA,"2019-CA","CACD","1.5","Ethanol",1.011,"KILO-B-12",-26.83,423.62,8.61,114.53,"Invertebrate",1.011,1668790,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,3.65,6.558421053
"1285","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",0.5,2,2,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2019-CA","CABS","1.5","Ethanol",0.982,"KILO-B-03",-28.58,454.41,2.42,96.76,"Invertebrate",0.982,1668781,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.9,0.368421053
"1286","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",6,"47.936587","-113.86775",1.5,2,2,"Collector-filterer-engulfer-predator","D-net","Polycentropodidae","Littoral forage Invertebrate","Trumpetnet caddisfly","Polycentropodidae",NA,NA,"2019-DA","DACM","1.5","Ethanol",0.944,"KILO-F-01",-28.47,443.58,4.94,113.02,"Invertebrate",0.944,1668827,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.01,2.888421053
"1287","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",1,12,12,"Collector-gatherer-scraper","D-net","Chironomidae_w","Littoral forage Invertebrate","Midge","Chironomidae_w",NA,NA,"2019-CA","CABZ","1.5","Ethanol",1.057,"KILO-B-09",-30.34,434.21,2.94,110.75,"Invertebrate",1.057,1668787,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.14,0.888421053
"1288","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Fyke","Redside shiner","Littoral forage fish","Redside shiner","Richardsonius balteatus",34,1.2,"2019-OA","OACQ","1.5","Ethanol",1.083,"MIKE-E-07",-31.08,599.89,6.55,113.71,"Fish",1.083,1669013,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.6,4.498421053
"1289","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.935824","-113.884582",NA,1,1,NA,"Hook and line","Northern pike","Littoral forage fish","Northern pike","Esox lucius",301,206.6,"2019-OA","OABA","1.5","Ethanol",1.025,"ROMEO-D-08",-29.02,473.35,8.34,151.87,"Fish",1.025,1669482,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.46,6.288421053
"1290","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Mono gill net USFWS","Kokanee","Pelagic forage fish","Kokanee","Oncorhynchus nerka",190,50.5,"2019-WA","WABE","1.5","Ethanol",0.951,"LIMA-B-06",-32.42,453.78,9.78,141.44,"Fish",0.951,1668880,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-1.94,7.728421053
"1291","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",0.5,2,2,"Collector-gatherer-filterer","D-net","Ephemerellidae","Littoral forage Invertebrate","Spiny crawler mayfly","Ephemerellidae",NA,NA,"2019-CA","CAAO","1.5","Ethanol",0.912,"JULIET-G-11",-29.48,425.39,0.8,101.39,"Invertebrate",0.912,1668753,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1,-1.251578947
"1292","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",1,3,3,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2019-CA","CAAU","1.5","Ethanol",0.958,"JULIET-H-04",-28.26,477.05,2.58,123.53,"Invertebrate",0.958,1668758,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.22,0.528421053
"1293","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",3,"47.938713","-113.88221",0.5,2,2,"Shredder-gatherer-scraper-detritivore-herbivore","D-net","Limnephilidae","Littoral forage Invertebrate","Northern case maker caddisfly","Limnephilidae",NA,NA,"2019-CA","CACU","1.5","Ethanol",1.015,"KILO-C-12",-28.9,532.39,1.57,80.62,"Invertebrate",1.015,1668802,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.58,-0.481578947
"1294","Swan","Mid","Invertebrate","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,"Piercer-predator","D-net","Hirudinea","Littoral forage Invertebrate","Leech","Hirudinea",NA,NA,"2019-OA","OAAY","1.5","Ethanol",0.983,"MIKE-F-01",-28.03,494.33,7.11,118.59,"Invertebrate",0.983,1669019,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.45,5.058421053
"1295","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",7,"47.937094","-113.868179",1,2,2,"Piercer-predator","D-net","Elmidae","Littoral forage Invertebrate","Riffle beetle larvae","Elmidae",NA,NA,"2019-DA","DADD","1.5","Ethanol",0.889,"KILO-F-06",-28.4,388.05,1.17,82.93,"Invertebrate",0.889,1668832,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.08,-0.881578947
"1296","Swan","Mid","Periphyton","Autochthonous",2019,5,"NO",NA,"47.951331","-113.879138",0.5,NA,NA,NA,"Brush","Periphyton","Littoral forage Periphyton","Periphyton","Periphyton",NA,NA,"2019-15-3","19-057","15","Water",10.099,"INDIA-E-10",-24.36,815.6,2.09,46.63,"Plant",10.099,1668632,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,6.12,0.038421053
"1297","Swan","Mid","Invertebrate","Autochthonous",2019,7,"NO",NA,"47.930752","-113.880783",0.5,1,1,"Piercer-predator","D-net","Nepidae","Littoral forage Invertebrate","Water scorpion","Nepidae",NA,NA,"2019-OA","OADL","1.5","Ethanol",0.906,"MIKE-E-11",-34.75,469.46,5.06,115.46,"Invertebrate",0.906,1669017,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-4.27,3.008421053
"1298","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.935824","-113.884582",NA,1,1,NA,"Hook and line","Northern pike","Littoral forage fish","Northern pike","Esox lucius",568,1450.8,"2019-OA","OADP","1.5","Ethanol",0.907,"ROMEO-D-02",-28.75,424.26,9.86,133.3,"Fish",0.907,1669476,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.73,7.808421053
"1299","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Gill net USFWS","Bull trout","Bull trout","Bull trout","Salvelinus confluentus",812,4650,"2019-AJ","AJBW","1.5","Ethanol",0.997,"INDIA-G-05",-31.22,378.11,7.16,118.65,"Fish",0.997,1668651,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.74,5.108421053
"1300","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",3,"47.938713","-113.88221",1.5,2,2,"Collector-gatherer-filterer-scraper","D-net","Baetidae","Littoral forage Invertebrate","Small minnow mayfly","Baetidae",NA,NA,"2019-DA","DAAC","1.5","Ethanol",0.907,"KILO-D-11",-29.49,386.6,1.69,100.4,"Invertebrate",0.907,1668813,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.99,-0.361578947
"1301","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",0.5,46,46,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-CA","CABV","1.5","Ethanol",1.074,"KILO-B-06",-27.62,435.64,1.55,94.56,"Invertebrate",1.074,1668784,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.86,-0.501578947
"1302","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",722,3400,"2019-OA","OABD","1.5","Ethanol",1.011,"ROMEO-B-12",-34.33,582.75,11.87,98.5,"Fish",1.011,1669462,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-3.85,9.818421053
"1303","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.937428","-113.883503",0.5,1,1,NA,"Fyke","Central mudminnow","Littoral forage fish","Central mudminnow","Umbra limi",109,15.2,"2019-50-2","PBAA","50","Ethanol",0.971,"HOTEL-D-10",-30.08,534.87,8.13,122.53,"Fish",0.971,1668524,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.4,6.078421053
"1304","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",572,1315,"2019-OA","OABJ","1.5","Ethanol",0.963,"ROMEO-C-04",-32.53,484.27,11.65,126.34,"Fish",0.963,1669466,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-2.05,9.598421053
"1305","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.937428","-113.883503",0.5,1,1,NA,"Fyke","Bluegill","Littoral forage fish","Bluegill","Lepomis macrochirus",39,1.5,"2019-OA","OADJ","1.5","Ethanol",1.038,"ROMEO-D-09",-29.79,497.02,5.93,130.98,"Fish",1.038,1669483,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.69,3.878421053
"1306","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",563,1610,"2019-OA","OABG","1.5","Ethanol",1.078,"ROMEO-C-05",-31.35,520.7,12.19,161.16,"Fish",1.078,1669467,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.87,10.13842105
"1307","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",2,"47.935493","-113.886029",1.5,1,1,"Engulfer-predator","D-net","Cambarus","Littoral forage Invertebrate","Crawdad","Cambarus",NA,NA,"2019-15-3","CBAB","15","",0.966,"INDIA-B-10",-27.91,332.33,4.05,71.16,"Invertebrate",0.966,1668596,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.57,1.998421053
"1308","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Mono gill net USFWS","Kokanee","Pelagic forage fish","Kokanee","Oncorhynchus nerka",136,14.9,"2019-WA","WAAY","1.5","Ethanol",1.087,"LIMA-B-05",-32.9,526.6,9.97,163.71,"Fish",1.087,1668879,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-2.42,7.918421053
"1309","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.937428","-113.883503",0.5,1,1,NA,"Fyke","Bluegill","Littoral forage fish","Bluegill","Lepomis macrochirus",66,6.2,"2019-OA","OADE","1.5","Ethanol",0.968,"ROMEO-D-06",-29.25,455.16,8.21,144.91,"Fish",0.968,1669480,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.23,6.158421053
"1310","Swan","Mid","Invertebrate","Autochthonous",2019,5,"NO",NA,"47.939577","-113.880784",24,4,4,"Collector-gatherer-scraper","Dredge","Chironomidae_r","Profundal forage Invertebrate","Midge","Chironomidae_r",NA,NA,"2019-CA","CABL","1.5","Ethanol",0.984,"OSCAR-A-03",-40.2,268.59,7.69,54.57,"Invertebrate",0.984,1669153,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-9.72,5.638421053
"1311","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.935824","-113.884582",NA,1,1,NA,"Fyke","Northern pike","Littoral forage fish","Northern pike","Esox lucius",134,15.4,"2019-OA","OACP","1.5","Ethanol",1.022,"ROMEO-D-10",-30.4,484.27,5.96,154.19,"Fish",1.022,1669484,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.08,3.908421053
"1312","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"","",NA,1,1,NA,"Fyke","Slimy sculpin","Generalist fish","Slimy sculpin","Cottus cognatus",72,2.6,"2019-PA","PAAB","1.5","Ethanol",0.926,"PAPA-A-01",-32.62,398.47,8.53,91.91,"Fish",0.926,1669247,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-2.14,6.478421053
"1313","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",3,"47.938713","-113.88221",0.5,4,4,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-CA","CACW","1.5","Ethanol",0.964,"KILO-D-01",-25.46,455.54,3.78,115.91,"Invertebrate",0.964,1668803,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,5.02,1.728421053
"1314","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",7,"47.937094","-113.868179",1,1,1,"Piercer-predator","D-net","Hirudinea","Littoral forage Invertebrate","Leech","Hirudinea",NA,NA,"2019-DA","DADI","1.5","Ethanol",0.972,"KILO-F-07",-27.56,461.91,6.7,121.69,"Invertebrate",0.972,1668833,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.92,4.648421053
"1315","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",1,1,1,"","D-net","Ephemeridae","Littoral forage Invertebrate","Common burrower mayfly","Ephemeridae",NA,NA,"2019-CA","CAAT","1.5","Ethanol",0.98,"JULIET-H-03",-31.01,459.94,1.52,79.49,"Invertebrate",0.98,1668757,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-0.53,-0.531578947
"1316","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Kokanee","Pelagic forage fish","Kokanee","Oncorhynchus nerka",229,240,"2019-OA","OABK","1.5","Ethanol",1.057,"ROMEO-C-06",-32.22,515.23,9.35,158.84,"Fish",1.057,1669468,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-1.74,7.298421053
"1317","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",602,2000,"2019-OA","OABZ","1.5","Ethanol",0.931,"ROMEO-C-03",-31.88,456.98,11.94,130.98,"Fish",0.931,1669465,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-1.4,9.888421053
"1318","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",761,5200,"2019-OA","OABL","1.5","Ethanol",0.966,"ROMEO-B-11",-35.27,580.92,12.2,94.56,"Fish",0.966,1669461,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-4.79,10.14842105
"1319","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",3,"47.938713","-113.88221",1.5,1,1,"Collector-filterer-gatherer","D-net","Culicidae","Littoral forage Invertebrate","Mosquito","Culicidae",NA,NA,"2019-DA","DAAA","1.5","Ethanol",0.487,"KILO-D-10",-29.76,227.67,4.06,59.49,"Invertebrate",0.487,1668812,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.72,2.008421053
"1320","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",1,12,12,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-CA","CABC","1.5","Ethanol",0.917,"JULIET-H-11",-27.88,330.63,1.9,77.07,"Invertebrate",0.917,1668765,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,2.6,-0.151578947
"1321","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,"47.937428","-113.883503",0.5,1,1,NA,"Fyke","Bluegill","Littoral forage fish","Bluegill","Lepomis macrochirus",64,4.5,"2019-OA","OADF","1.5","Ethanol",1.065,"ROMEO-D-07",-29.63,491.55,7.85,157.68,"Fish",1.065,1669481,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,0.85,5.798421053
"1322","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",608,1754,"2019-OA","OABI","1.5","Ethanol",0.987,"ROMEO-C-02",-32.06,487.91,11.61,139.1,"Fish",0.987,1669464,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-1.58,9.558421053
"1323","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",1,5,5,"Collector-gatherer-engulfer","D-net","Naididae","Littoral forage Invertebrate","Oligochaete worm","Naididae",NA,NA,"2019-CA","CABB","1.5","Ethanol",0.985,"JULIET-H-10",-28.7,417.3,2.48,103.88,"Invertebrate",0.985,1668764,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.78,0.428421053
"1324","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",1.5,3,3,"Collector-filterer-engulfer-predator","D-net","Polycentropodidae","Littoral forage Invertebrate","Trumpetnet caddisfly","Polycentropodidae",NA,NA,"2019-CA","CABD","1.5","Ethanol",0.981,"JULIET-H-12",-28.85,441.66,4.43,117.82,"Invertebrate",0.981,1668766,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,1.63,2.378421053
"1325","Swan","Mid","Fish","Autochthonous",2019,7,"NO",NA,NA,NA,NA,1,1,NA,"Mono gill net USFWS","Lake trout","Lake trout","Lake trout","Salvelinus namaycush",532,1500,"2019-OA","OABF","1.5","Ethanol",1.1,"ROMEO-C-12",-32.59,559.01,12.46,150.71,"Fish",1.1,1669474,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,-2.11,10.40842105
"1326","Swan","Mid","Invertebrate","Autochthonous",2019,5,"YES",1,"47.994075","-113.931995",0.5,12,12,"Collector-gatherer-shredder-detritivore","D-net","Gammaridae","Littoral forage Invertebrate","Scud","Gammaridae",NA,NA,"2019-CA","CAAS","1.5","Ethanol",1.025,"JULIET-H-02",-27.18,406.56,1.71,83.44,"Invertebrate",1.025,1668756,43,1000,0.71,7,1335,19,-30.48,0.225728191,2.051578947,0.142001695,3.3,-0.341578947
"1327","Trout","Reference","Fish","Autochthonous",2018,7,"NO",NA,NA,NA,NA,1,1,NA,"Hook and line","Cutthroat trout","Generalist fish","Cutthroat trout","Oncorhynchus clarkii lewisi",367,398.5,"2018-I","ICK","1.5","Ethanol",1.037,"ALPHA-A-01",-26.89,505.8,7.8,160.92,"Fish",1.037,1667807,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,-3.042666667,6.762
"1328","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",3,"48.676101","-113.910154",1.5,1,1,"Engulfer-predator-shredder-herbivore-collector-gatherer","D-net","Leptoceridae","Littoral forage Invertebrate","Longhorned case maker caddisfly","Leptoceridae",NA,NA,"2018-G","GDL","1.5","Ethanol",1.093,"ECHO-C-11",-23.13,474.68,3.05,124.82,"Invertebrate",1.093,1668225,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,0.717333333,2.012
"1329","Trout","Reference","Invertebrate","Autochthonous",2018,7,"YES",4,"48.687403","-113.900438",0.5,9,9,"Piercer-predator","D-net","Notonectidae","Littoral forage Invertebrate","Backswimmer","Notonectidae",NA,NA,"2018-G","GDP","1.5","Ethanol",0.962,"ECHO-C-12",-22.69,476.58,2.47,110.21,"Invertebrate",0.962,1668226,50,1189,0,9.67,114,15,-23.84733333,0.548539591,1.038,0.154149587,1.157333333,1.432
